review,cleaned_review,cleaned_review_stemmed,review_text,rating,author,date,nama desa wisata,provinsi
"Kampung Naga merupakan desa adat yang masih sangat asri dan teguh menjaga tradisi leluhur. Warganya hidup sederhana tanpa listrik, dengan rumah panggung dari bahan alami yang tertata rapi di tengah lingkungan yang hijau dan bersih. Suasana tenang, alami, dan jauh dari hiruk pikuk kota.
Masyarakatnya ramah dan terbuka terhadap pengunjung selama adat istiadat dihormati. Kampung Naga bukan sekadar tempat wisata, tetapi ruang belajar tentang harmoni manusia, budaya, dan alam.",kampung naga desa adat asri teguh menjaga tradisi leluhur warganya hidup sederhana listrik rumah panggung bahan alami tertata rapi tengah lingkungan hijau bersih suasana tenang alami hiruk pikuk kota masyarakatnya ramah terbuka pengunjung adat istiadat dihormati kampung naga wisata ruang belajar harmoni manusia budaya alam,kampung naga desa adat asri teguh jaga tradisi leluhur warga hidup sederhana listrik rumah panggung bahan alami tata rapi tengah lingkung hijau bersih suasana tenang alami hiruk pikuk kota masyarakat ramah buka unjung adat istiadat hormat kampung naga wisata ruang ajar harmoni manusia budaya alam,"Kampung Naga merupakan desa adat yang masih sangat asri dan teguh menjaga tradisi leluhur. Warganya hidup sederhana tanpa listrik, dengan rumah panggung dari bahan alami yang tertata rapi di tengah lingkungan yang hijau dan bersih. Suasana tenang, alami, dan jauh dari hiruk pikuk kota.
Masyarakatnya ramah dan terbuka terhadap pengunjung selama adat istiadat dihormati. Kampung Naga bukan sekadar tempat wisata, tetapi ruang belajar tentang harmoni manusia, budaya, dan alam.",5,Wibi,2026-02-09T00:41:30.453Z,Kampung Naga,Jawa Barat
"2025 Kampung Naga berlokasi di Neglasari, Salawu, Tasikmalaya Regency, West Java 46471, adalah perkampungan desa adat Sunda dengan kearifan lokal di tanah priangan. Kampung Naga  memegang teguh tradisi leluhur dan hidup selaras alam. Pemukiman ini berada dalam lingkungan yang asri dan subur dengan rumah berbahan bambu/kayu beratap ijuk, tanpa listrik, dan menjaga ketat budaya dan kelestarian alamnya.

Dari pintu utama, kita harus menuruni sekitar 400 anak tangga, cukup melelahkan untuk lansia, apalagi saat kami datang hujan baru saja berhenti, jadi harus berhati-hati. Lingkungan ini sangat tenang, hanya suara hewan dan gemuruh air sungai yang membelah perkampungan.

Saat kami datang, hari masih pagi, kami langsung mencari jalan ke perkampungan, rupanya kedatangan kami terlihat dari kampung, sehingga bersyukur kami disambut seorang warga yang kemudian mengarahkan kami dan banyak memberi penjelasan di balai desa.

Kebersihan lingkungan juga terjaga, hampir di setiap tempat ada keranjang sampah dari bambu. Di sini, tersedia madu, beras tumbuk, kerupuk rengginang.",kampung naga berlokasi neglasari salawu tasikmalaya regency west java perkampungan desa adat sunda kearifan lokal tanah priangan kampung naga memegang teguh tradisi leluhur hidup selaras alam pemukiman lingkungan asri subur rumah berbahan bambu kayu beratap ijuk listrik menjaga ketat budaya kelestarian alamnya pintu utama menuruni anak tangga melelahkan lansia hujan berhenti berhati hati lingkungan tenang suara hewan gemuruh air sungai membelah perkampungan pagi mencari jalan perkampungan kedatangan kampung bersyukur disambut warga mengarahkan penjelasan balai desa kebersihan lingkungan terjaga keranjang sampah bambu tersedia madu beras tumbuk kerupuk rengginang,kampung naga lokasi neglasari salawu tasikmalaya regency west java kampung desa adat sunda arif lokal tanah priangan kampung naga pegang teguh tradisi leluhur hidup selaras alam mukim lingkung asri subur rumah bahan bambu kayu atap ijuk listrik jaga ketat budaya lestari alam pintu utama turun anak tangga lelah lansia hujan henti hati hati lingkung tenang suara hewan gemuruh air sungai belah kampung pagi cari jalan kampung datang kampung syukur sambut warga arah jelas balai desa bersih lingkung jaga keranjang sampah bambu sedia madu beras tumbuk kerupuk rengginang,"2025 Kampung Naga berlokasi di Neglasari, Salawu, Tasikmalaya Regency, West Java 46471, adalah perkampungan desa adat Sunda dengan kearifan lokal di tanah priangan. Kampung Naga  memegang teguh tradisi leluhur dan hidup selaras alam. Pemukiman ini berada dalam lingkungan yang asri dan subur dengan rumah berbahan bambu/kayu beratap ijuk, tanpa listrik, dan menjaga ketat budaya dan kelestarian alamnya.

Dari pintu utama, kita harus menuruni sekitar 400 anak tangga, cukup melelahkan untuk lansia, apalagi saat kami datang hujan baru saja berhenti, jadi harus berhati-hati. Lingkungan ini sangat tenang, hanya suara hewan dan gemuruh air sungai yang membelah perkampungan.

Saat kami datang, hari masih pagi, kami langsung mencari jalan ke perkampungan, rupanya kedatangan kami terlihat dari kampung, sehingga bersyukur kami disambut seorang warga yang kemudian mengarahkan kami dan banyak memberi penjelasan di balai desa.

Kebersihan lingkungan juga terjaga, hampir di setiap tempat ada keranjang sampah dari bambu. Di sini, tersedia madu, beras tumbuk, kerupuk rengginang.",4,D Laraswati H,2026-02-06T06:48:34.076Z,Kampung Naga,Jawa Barat
"Untuk menambah wawasan, edukasi dan culture budaya sunda, sangat bagus,
Siapkan fisik untuk mencapai perkampungan nya karena melewati tangga yg cukup banyak...",menambah wawasan edukasi culture budaya sunda bagus siapkan fisik mencapai perkampungan melewati tangga,tambah wawas edukasi culture budaya sunda bagus siap fisik capai kampung lewat tangga,"Untuk menambah wawasan, edukasi dan culture budaya sunda, sangat bagus,
Siapkan fisik untuk mencapai perkampungan nya karena melewati tangga yg cukup banyak...",5,Yudi Harvey,2026-02-02T13:53:44.141Z,Kampung Naga,Jawa Barat
"Indah, asri, betah, ramah.
Semoga tetap lestari, terswat dan  terjaga adat serta budayanya",indah asri betah ramah semoga lestari terswat terjaga adat budayanya,indah asri betah ramah moga lestari terswat jaga adat budaya,"Indah, asri, betah, ramah.
Semoga tetap lestari, terswat dan  terjaga adat serta budayanya",5,ahmad syarif,2026-01-25T08:02:29.219Z,Kampung Naga,Jawa Barat
"Patut dilestarikan, salah satu budaya dan adat yg terawat dan kokoh, asri.",patut dilestarikan salah budaya adat terawat kokoh asri,patut lestari salah budaya adat awat kokoh asri,"Patut dilestarikan, salah satu budaya dan adat yg terawat dan kokoh, asri.",5,Sofiana,2026-01-23T13:41:57.355Z,Kampung Naga,Jawa Barat
Kedai kopi bunda/lesehan mutiara tempat nya nyaman buat istirahat sambil ngopi,kedai kopi bunda lesehan mutiara nyaman istirahat ngopi,kedai kopi bunda leseh mutiara nyaman istirahat ngopi,Kedai kopi bunda/lesehan mutiara tempat nya nyaman buat istirahat sambil ngopi,5,Fauzi Ragiel 05,2026-01-16T03:58:00.357Z,Kampung Naga,Jawa Barat
"Sukaaaaa bangettt disini, suasananya masih asri dan adat yang masih terjaga",sukaaaaa banget suasananya asri adat terjaga,sukaaaaa banget suasana asri adat jaga,"Sukaaaaa bangettt disini, suasananya masih asri dan adat yang masih terjaga",5,Kusmiati Agustina,2026-01-10T03:00:29.121Z,Kampung Naga,Jawa Barat
"Lokasi di Jalan Raya Garut – Tasikmalaya, Desa Neglasari Kecamatan Salawu, Kabupaten Tasikmalaya. Dari arah Bandung, Kampung Naga lebih mudah ditempuh melalui Garut melalui bis atau kendaraan pribadi. Angkutan umum atau ojeg online tersedia dari arah Singaparna.

Perkampungan Kampung Naga memiliki luas 1,5 hektar yang dihuni sekitar 400 orang. Menuju ke sana, kita harus menuruni 414 anak tangga batu kali yang kokoh dan tidak licin dengan kemiringan 45 derajat.

Semua rumah kayu berdinding bilik atau anyaman bambu dan atap ijuk. Tak ada listrik sementara area kamar mandi dan jamban berada di luar pemukiman.

Ada tukang cimol atau pop ice, kelapa muda, durian, suvernir. Kalau ada acara dari lembaga luar bisa ada tukang bakso, balon dll.

Tidak ada tiket masuk. Bisa gunakan jasa guide.
Jaga selalu kebersihan dan hormati budaya setempat.",lokasi jalan raya garut tasikmalaya desa neglasari kecamatan salawu kabupaten tasikmalaya arah bandung kampung naga mudah ditempuh garut bis kendaraan pribadi angkutan umum ojeg online tersedia arah singaparna perkampungan kampung naga memiliki luas hektar dihuni menuruni anak tangga batu kokoh licin kemiringan derajat rumah kayu berdinding bilik anyaman bambu atap ijuk listrik area kamar mandi jamban pemukiman tukang cimol pop ice kelapa muda durian suvernir acara lembaga tukang bakso balon dll tiket jasa guide jaga kebersihan hormati budaya,lokasi jalan raya garut tasikmalaya desa neglasari camat salawu kabupaten tasikmalaya arah bandung kampung naga mudah tempuh garut bis kendara pribadi angkut umum ojeg online sedia arah singaparna kampung kampung naga milik luas hektar huni turun anak tangga batu kokoh licin miring derajat rumah kayu dinding bilik anyam bambu atap ijuk listrik area kamar mandi jamban mukim tukang cimol pop ice kelapa muda durian suvernir acara lembaga tukang bakso balon dll tiket jasa guide jaga bersih hormat budaya,"Lokasi di Jalan Raya Garut – Tasikmalaya, Desa Neglasari Kecamatan Salawu, Kabupaten Tasikmalaya. Dari arah Bandung, Kampung Naga lebih mudah ditempuh melalui Garut melalui bis atau kendaraan pribadi. Angkutan umum atau ojeg online tersedia dari arah Singaparna.

Perkampungan Kampung Naga memiliki luas 1,5 hektar yang dihuni sekitar 400 orang. Menuju ke sana, kita harus menuruni 414 anak tangga batu kali yang kokoh dan tidak licin dengan kemiringan 45 derajat.

Semua rumah kayu berdinding bilik atau anyaman bambu dan atap ijuk. Tak ada listrik sementara area kamar mandi dan jamban berada di luar pemukiman.

Ada tukang cimol atau pop ice, kelapa muda, durian, suvernir. Kalau ada acara dari lembaga luar bisa ada tukang bakso, balon dll.

Tidak ada tiket masuk. Bisa gunakan jasa guide.
Jaga selalu kebersihan dan hormati budaya setempat.",5,Meira,2026-01-07T08:35:11.938Z,Kampung Naga,Jawa Barat
"warga nya ramah, kami sekeluarga di sambut dgn baik. kekeluargaan nya sangat erat tercipta, lingkungan asri nyaman aman damai dan tentram. penduduk nya sehat dan ceria semua...aamiin yra. ga bosen2 pasti mau dtg lg",warga ramah sekeluarga sambut kekeluargaan erat tercipta lingkungan asri nyaman aman damai tentram penduduk sehat ceria amin yra bosan,warga ramah keluarga sambut keluarga erat cipta lingkung asri nyaman aman damai tentram duduk sehat ceria amin yra bosan,"warga nya ramah, kami sekeluarga di sambut dgn baik. kekeluargaan nya sangat erat tercipta, lingkungan asri nyaman aman damai dan tentram. penduduk nya sehat dan ceria semua...aamiin yra. ga bosen2 pasti mau dtg lg",5,iin inayah,2026-01-07T01:15:19.860Z,Kampung Naga,Jawa Barat
"Ga sempat explore ke dalam karena waktu yg ga memungkinkan, insyaa Allah next trip",explore waktu insyaa allah next trip,explore waktu insyaa allah next trip,"Ga sempat explore ke dalam karena waktu yg ga memungkinkan, insyaa Allah next trip",5,Nokia 5.1plus,2026-01-05T08:33:45.535Z,Kampung Naga,Jawa Barat
