review,cleaned_review,cleaned_review_stemmed,review_text,rating,author,date,nama desa wisata,provinsi
Tempat nya bagus ditambah pemandangan laut dan pulau bunaken,bagus ditambah pemandangan laut pulau bunaken,bagus tambah pandang laut pulau bunaken,Tempat nya bagus ditambah pemandangan laut dan pulau bunaken,5,Welly Dolang,2023-09-18T08:19:55.857Z,Desa Wisata Budo,Sulawesi Utara
Tempat yg indah,indah,indah,Tempat yg indah,5,Ramly Otoluwa,2023-09-09T22:57:02.714Z,Desa Wisata Budo,Sulawesi Utara
Tempatnya keren,tempatnya keren,tempat keren,Tempatnya keren,5,Grienaldy Cam David,2023-09-02T03:03:29.597Z,Desa Wisata Budo,Sulawesi Utara
tempatnya bagussss,tempatnya bagus,tempat bagus,tempatnya bagussss,5,Jebrika Indristia Kadimateng,2023-08-29T04:12:47.305Z,Desa Wisata Budo,Sulawesi Utara
Tempatnya nyaman,tempatnya nyaman,tempat nyaman,Tempatnya nyaman,5,Frando Keloay,2023-08-28T13:42:27.954Z,Desa Wisata Budo,Sulawesi Utara
"Salah satu tujuan wisata hutan mangrove yang ada di daerah Minahasa Utara. Akses jalan kesana cukup baik.

Menikmati indahnya pemandangan laut terlebih saat sunset tentu menyenangkan sambil ditemani pisang goreng atau kopi yang bisa dibeli disana.

Harga tiket masuk Rp 15.000, toilet nya juga nyaman dan bersih.",salah tujuan wisata hutan mangrove daerah minahasa utara akses jalan kesana menikmati indahnya pemandangan laut sunset menyenangkan ditemani pisang goreng kopi dibeli disana harga tiket rp toilet nyaman bersih,salah tuju wisata hutan mangrove daerah minahasa utara akses jalan kesana nikmat indah pandang laut sunset senang tani pisang goreng kopi beli sana harga tiket rp toilet nyaman bersih,"Salah satu tujuan wisata hutan mangrove yang ada di daerah Minahasa Utara. Akses jalan kesana cukup baik.

Menikmati indahnya pemandangan laut terlebih saat sunset tentu menyenangkan sambil ditemani pisang goreng atau kopi yang bisa dibeli disana.

Harga tiket masuk Rp 15.000, toilet nya juga nyaman dan bersih.",5,Theresia Deisy Wulansari,2023-08-08T22:50:26.450Z,Desa Wisata Budo,Sulawesi Utara
Pemandangan nya bagus dan juga layak untuk jadi tempat wisata,pemandangan bagus layak wisata,pandang bagus layak wisata,Pemandangan nya bagus dan juga layak untuk jadi tempat wisata,5,Tasya Damez,2023-07-12T05:23:20.363Z,Desa Wisata Budo,Sulawesi Utara
Sangat bagus👍👍👍,bagus,bagus,Sangat bagus👍👍👍,5,Risnawaty “Udith” Alwi,2023-07-07T18:27:22.149Z,Desa Wisata Budo,Sulawesi Utara
"Wisata Alam Mangrove dengan pemandangan Sunset sangat Indah Menikmati suasana sore, bersantai sambil ngobrol Bersama pasangan atau teman serta keluarga. Setelah matahari terbenam, pemandangan hiasan lampu akan terlihat hangat di tempat ini. Disini juga terdapat tempat makan/minum serta snack ringan untuk Menemani. Akan lebih ramai saat hari libur / hari Raya. Buka Dari jam 8 pagi sampai 10 malam.",wisata alam mangrove pemandangan sunset indah menikmati suasana sore bersantai mengobrol pasangan teman keluarga matahari terbenam pemandangan hiasan lampu hangat makan minum snack ringan menemani ramai libur raya buka jam pagi malam,wisata alam mangrove pandang sunset indah nikmat suasana sore santa obrol pasang teman keluarga matahari benam pandang hias lampu hangat makan minum snack ringan tani ramai libur raya buka jam pagi malam,"Wisata Alam Mangrove dengan pemandangan Sunset sangat Indah Menikmati suasana sore, bersantai sambil ngobrol Bersama pasangan atau teman serta keluarga. Setelah matahari terbenam, pemandangan hiasan lampu akan terlihat hangat di tempat ini. Disini juga terdapat tempat makan/minum serta snack ringan untuk Menemani. Akan lebih ramai saat hari libur / hari Raya. Buka Dari jam 8 pagi sampai 10 malam.",4,Irv Papalangi,2023-06-30T11:37:41.801Z,Desa Wisata Budo,Sulawesi Utara
Indahnya spot bawah air. Gòod,indahnya spot air od,indah spot air od,Indahnya spot bawah air. Gòod,5,eduard joe,2023-06-26T21:24:36.393Z,Desa Wisata Budo,Sulawesi Utara
