review,cleaned_review,cleaned_review_stemmed,review_text,rating,author,date,nama desa wisata,provinsi
"Tempatnya cukup nyaman, banyak tempat untuk berteduh dan santai. Cocok jika datang bersama keluarga besar, atau bisa dijadikan sebagai referensi tempat wisata untuk memperkenalkan budaya Banjar.",tempatnya nyaman berteduh santai cocok keluarga dijadikan referensi wisata memperkenalkan budaya banjar,tempat nyaman teduh santai cocok keluarga jadi referensi wisata kenal budaya banjar,"Tempatnya cukup nyaman, banyak tempat untuk berteduh dan santai. Cocok jika datang bersama keluarga besar, atau bisa dijadikan sebagai referensi tempat wisata untuk memperkenalkan budaya Banjar.",5,Jihan Safitri,2023-10-31T08:38:35.120Z,Kampung Ketupat,Kalimantan Selatan
Sekarang harganya lebih murah cuma 5 rb bisa nongkrong cantik dikampung ketupat. Makanan dan minuman nya enak2 semua. Oke lah,harganya murah ribu nongkrong cantik dikampung ketupat makanan minuman oke,harga murah ribu nongkrong cantik kampung ketupat makan minum oke,Sekarang harganya lebih murah cuma 5 rb bisa nongkrong cantik dikampung ketupat. Makanan dan minuman nya enak2 semua. Oke lah,5,Indira Wulansari,2023-10-31T04:06:50.021Z,Kampung Ketupat,Kalimantan Selatan
tempatnya bagus bgt! cocok buat nyantai dan harga tiketnya sudah murah cuma 5.000 ajaa mulai bulan oktober ini. terus makanan dan minumannya enak2 semua dengan harga yang ramah di kantong 😃. dan di bagian amfiteater bisa di gunakan untuk acara2 besar dan untuk pemakaian tempat nya tidak di kenakan biayaa atau gratiss gais!!! syaratnya cuma beli makanan dan minuman di kampung ketupat 😍,tempatnya bagus banget cocok nyantai harga tiketnya murah oktober makanan minumannya harga ramah kantong amfiteater acara pemakaian kenakan biayaa gratis gais syaratnya beli makanan minuman kampung ketupat,tempat bagus banget cocok nyantai harga tiket murah oktober makan minum harga ramah kantong amfiteater acara pakai kena biayaa gratis gais syarat beli makan minum kampung ketupat,tempatnya bagus bgt! cocok buat nyantai dan harga tiketnya sudah murah cuma 5.000 ajaa mulai bulan oktober ini. terus makanan dan minumannya enak2 semua dengan harga yang ramah di kantong 😃. dan di bagian amfiteater bisa di gunakan untuk acara2 besar dan untuk pemakaian tempat nya tidak di kenakan biayaa atau gratiss gais!!! syaratnya cuma beli makanan dan minuman di kampung ketupat 😍,5,Theodoray Kevin AL,2023-10-30T12:20:29.074Z,Kampung Ketupat,Kalimantan Selatan
ini tempat sangat baguuus  untuk spots poto bagus bangeet dan sekarang sudah murah kaliii masuk nya cumaa 5K aja lu,bagus spots poto bagus banget murah cumaa kak lu,bagus spots poto bagus banget murah cumaa kak lu,ini tempat sangat baguuus  untuk spots poto bagus bangeet dan sekarang sudah murah kaliii masuk nya cumaa 5K aja lu,5,Dony KaruanK,2023-10-30T12:15:48.737Z,Kampung Ketupat,Kalimantan Selatan
"Tempatnya sangat cocok untuk Quality Time dan harga tiketnya sangat terjangkau cuma Rp5000 aja sekarang, belum lagi makanan dan minuman nya enak enak, Pokoknya okee buat di jadiin daftar pilihan wisata di Banjarmasin",tempatnya cocok quality time harga tiketnya terjangkau rp makanan minuman pokoknya okee jadikan daftar pilihan wisata banjarmasin,tempat cocok quality time harga tiket jangkau rp makan minum pokok okee jadi daftar pilih wisata banjarmasin,"Tempatnya sangat cocok untuk Quality Time dan harga tiketnya sangat terjangkau cuma Rp5000 aja sekarang, belum lagi makanan dan minuman nya enak enak, Pokoknya okee buat di jadiin daftar pilihan wisata di Banjarmasin",5,Noname 777,2023-10-30T12:10:41.384Z,Kampung Ketupat,Kalimantan Selatan
"Tempat nya bagus, instagramable banget buat foto² dan harga tiket nya worth it bgt buat pelajar dan mahasiswa",bagus instagramable banget foto harga tiket worth banget pelajar mahasiswa,bagus instagramable banget foto harga tiket worth banget ajar mahasiswa,"Tempat nya bagus, instagramable banget buat foto² dan harga tiket nya worth it bgt buat pelajar dan mahasiswa",5,Aulia __rf,2023-10-30T09:40:40.991Z,Kampung Ketupat,Kalimantan Selatan
overall sdh bagus..,overall bagus,overall bagus,overall sdh bagus..,5,Nur Salsabila,2023-10-30T09:35:08.412Z,Kampung Ketupat,Kalimantan Selatan
Sangat memuaskan dan juga adanya penampilan di sana memperindah suasana tempat tersebut,memuaskan penampilan memperindah suasana,muas tampil indah suasana,Sangat memuaskan dan juga adanya penampilan di sana memperindah suasana tempat tersebut,5,Auliana Zulfa,2023-10-30T09:24:12.553Z,Kampung Ketupat,Kalimantan Selatan
Salah satu Destinasi wisata unggulan kita Banjarmasin,salah destinasi wisata unggulan banjarmasin,salah destinasi wisata unggul banjarmasin,Salah satu Destinasi wisata unggulan kita Banjarmasin,5,Pondi Yusuf,2023-10-23T05:57:43.011Z,Kampung Ketupat,Kalimantan Selatan
"Salah satu pilihan baru buat nongkrong di Banjarmasin. Nama tempatnya sih Kampung Ketupat, tapi jangan cari ketupat ya di sana 😀
Tempat ini adalah pujasera dengan konsep outdoor, yang letaknya di tepi sungai, di tengah kota, tepatnya di samping jembatan arah ke Pal 1. Tempatnya masih baru, bersih, dan apik. Banyak macam2 kedai makanan, sayangnya tidak seluruhnya buka saat kesana, weekday sepulang kerja. Masuknya bayar ya ini, htm nya @10rb rupiah, yang tiketnya bisa ditukar dengan segelas es teh.",salah pilihan nongkrong banjarmasin nama tempatnya kampung ketupat cari ketupat pujasera konsep outdoor letaknya tepi sungai tengah kota tepatnya samping jembatan arah pal tempatnya bersih apik kedai makanan sayangnya buka kesana weekday sepulang masuknya bayar htm rupiah tiketnya ditukar segelas es teh,salah pilih nongkrong banjarmasin nama tempat kampung ketupat cari ketupat pujasera konsep outdoor letak tepi sungai tengah kota tepat samping jembatan arah pal tempat bersih apik kedai makan sayang buka kesana weekday pulang masuk bayar htm rupiah tiket tukar gelas es teh,"Salah satu pilihan baru buat nongkrong di Banjarmasin. Nama tempatnya sih Kampung Ketupat, tapi jangan cari ketupat ya di sana 😀
Tempat ini adalah pujasera dengan konsep outdoor, yang letaknya di tepi sungai, di tengah kota, tepatnya di samping jembatan arah ke Pal 1. Tempatnya masih baru, bersih, dan apik. Banyak macam2 kedai makanan, sayangnya tidak seluruhnya buka saat kesana, weekday sepulang kerja. Masuknya bayar ya ini, htm nya @10rb rupiah, yang tiketnya bisa ditukar dengan segelas es teh.",5,Weni Setyomukti,2023-10-08T04:25:28.473Z,Kampung Ketupat,Kalimantan Selatan
