review,cleaned_review,cleaned_review_stemmed,review_text,rating,author,date,nama desa wisata,provinsi
"Tempat yang nyaman untuk traveling bareng keluarga, teman, di waktu weekend...
Bisa banget, nih buat temen-temen untuk jadi referensi wisata bareng keluarga",nyaman traveling bareng keluarga teman waktu weekend banget teman teman referensi wisata bareng keluarga,nyaman traveling bareng keluarga teman waktu weekend banget teman teman referensi wisata bareng keluarga,"Tempat yang nyaman untuk traveling bareng keluarga, teman, di waktu weekend...
Bisa banget, nih buat temen-temen untuk jadi referensi wisata bareng keluarga",5,Aisyah Nur Fadhillah,2025-05-23T09:22:41.508Z,Pulau Kumayan Kota,Bengkulu
"Tempat masih natural, ada track buat melihat rawa, ramai di akhir pekan... Banyak boot untuk berfoto bersama keluarga.. Lokasi dipinggir kota bengkulu.. Cocok untuk yg ingin berekreasi bersama keluarga",natural track rawa ramai pekan boot berfoto keluarga lokasi dipinggir kota bengkulu cocok berekreasi keluarga,natural track rawa ramai pekan boot foto keluarga lokasi pinggir kota bengkulu cocok rekreasi keluarga,"Tempat masih natural, ada track buat melihat rawa, ramai di akhir pekan... Banyak boot untuk berfoto bersama keluarga.. Lokasi dipinggir kota bengkulu.. Cocok untuk yg ingin berekreasi bersama keluarga",5,Mr. Nugroho,2025-05-03T15:17:07.212Z,Pulau Kumayan Kota,Bengkulu
"Wisata keluarga, cuma sayang sudah kurang terawat, jembatan sudah pada hancur, spot poto juga tidak banyak, jalan masuk masih kerikil, tiket masuk perorng 10, sudah free pondok",wisata keluarga sayang terawat jembatan hancur spot poto jalan kerikil tiket perorng free pondok,wisata keluarga sayang awat jembatan hancur spot poto jalan kerikil tiket perorng free pondok,"Wisata keluarga, cuma sayang sudah kurang terawat, jembatan sudah pada hancur, spot poto juga tidak banyak, jalan masuk masih kerikil, tiket masuk perorng 10, sudah free pondok",4,Jalan Santai,2025-04-07T12:03:41.292Z,Pulau Kumayan Kota,Bengkulu
"selama kesini bagus² aja sih, cuman udah ada jembatan yg rusak sama kyk kurang terawat aja, semoga dibagusin lagi biar makin ramai
untuk tiket masuknya 10k/org, parkir kendaraan 2k/motor 5k/mobil(maybe)",kesini bagus cuman jembatan rusak kayak terawat semoga dibagusin biar ramai tiket masuknya kak parkir kendaraan kak motor kak mobil maybe,kesini bagus cuman jembatan rusak kayak awat moga dibagusin biar ramai tiket masuk kak parkir kendara kak motor kak mobil maybe,"selama kesini bagus² aja sih, cuman udah ada jembatan yg rusak sama kyk kurang terawat aja, semoga dibagusin lagi biar makin ramai
untuk tiket masuknya 10k/org, parkir kendaraan 2k/motor 5k/mobil(maybe)",5,Meliana Melly,2024-09-30T16:14:31.915Z,Pulau Kumayan Kota,Bengkulu
Cukup bagus cmn kurang terawat,bagus cuman terawat,bagus cuman awat,Cukup bagus cmn kurang terawat,4,Della Zalwa,2024-06-27T02:47:38.846Z,Pulau Kumayan Kota,Bengkulu
Karena tempatnya bagus adem sejuk dan dingin enak untuk hingga,tempatnya bagus adem sejuk dingin,tempat bagus adem sejuk dingin,Karena tempatnya bagus adem sejuk dan dingin enak untuk hingga,4,Nofica febby Cherlina,2024-05-31T05:20:26.766Z,Pulau Kumayan Kota,Bengkulu
"Tempat nya dingin, pemandangan nya bagus, banyak tempat untuk poto, kantin disana juga ada jadi g bakalan takut kelaparan biaya masuk per orang 10 ribu di tambah parkir 2 ribu per motor",dingin pemandangan bagus poto kantin disana takut kelaparan biaya ribu parkir ribu motor,dingin pandang bagus poto kantin sana takut lapar biaya ribu parkir ribu motor,"Tempat nya dingin, pemandangan nya bagus, banyak tempat untuk poto, kantin disana juga ada jadi g bakalan takut kelaparan biaya masuk per orang 10 ribu di tambah parkir 2 ribu per motor",4,Dona Kaita,2024-05-08T11:10:41.704Z,Pulau Kumayan Kota,Bengkulu
Bagus dan masih asri,bagus asri,bagus asri,Bagus dan masih asri,5,Sinta pratika,2024-04-26T05:05:09.317Z,Pulau Kumayan Kota,Bengkulu
"Tempat wisata outdoor yg cocok bagi keluarga, rawa2 namun tidak ada nyamuk dan lumayan bersih.",wisata outdoor cocok keluarga rawa nyamuk lumayan bersih,wisata outdoor cocok keluarga rawa nyamuk lumayan bersih,"Tempat wisata outdoor yg cocok bagi keluarga, rawa2 namun tidak ada nyamuk dan lumayan bersih.",5,Dendy Setiawan,2024-04-14T15:52:36.863Z,Pulau Kumayan Kota,Bengkulu
"Banyak lumpur,tidak sesuai yang difoto,kayu mulai pada layu,sampah berserakan dimana mana,kurang bagus,mohon di tingkat kan lagi",lumpur sesuai difoto kayu layu sampah berserakan dimana bagus tingkat,lumpur sesuai foto kayu layu sampah sera mana bagus tingkat,"Banyak lumpur,tidak sesuai yang difoto,kayu mulai pada layu,sampah berserakan dimana mana,kurang bagus,mohon di tingkat kan lagi",1,Pisang HD,2024-01-01T09:09:44.461Z,Pulau Kumayan Kota,Bengkulu
"Harganya naik. Fasilitasnya kurang. Apalagi musim kemarau. 😮‍💨😮‍💨😮‍💨, nggak dijaga dengan baik .banyak bahan dari kayu. Sudah mau roboh. Tidak aman untuk pengunjung wisata. Padahal awal tahun lalu saya kesana bersama keluarga. Tapi akhir tahun ini jauh berbeda. Tidak masalah kalau mau naikan harga tapi baguskan juga fasilitas didalamnya.",harganya fasilitasnya musim kemarau dijaga bahan kayu roboh aman pengunjung wisata tahun kesana keluarga tahun berbeda naikan harga baguskan fasilitas didalamnya,harga fasilitas musim kemarau jaga bahan kayu roboh aman unjung wisata tahun kesana keluarga tahun beda naik harga bagus fasilitas dalam,"Harganya naik. Fasilitasnya kurang. Apalagi musim kemarau. 😮‍💨😮‍💨😮‍💨, nggak dijaga dengan baik .banyak bahan dari kayu. Sudah mau roboh. Tidak aman untuk pengunjung wisata. Padahal awal tahun lalu saya kesana bersama keluarga. Tapi akhir tahun ini jauh berbeda. Tidak masalah kalau mau naikan harga tapi baguskan juga fasilitas didalamnya.",2,Silvi monica,2023-12-20T01:46:49.281Z,Pulau Kumayan Kota,Bengkulu
"Pembayaran masuk 20ribu tambah parkir 2ribu,masuk wc 2ribu, tempat nya kurang bagus, safety nya nggak ada, tempat nya masih kayak kurang ter urus, baru masuk udah badmood nggak lama trus pulang 🙏🏻😊",pembayaran ribu parkir ribu wc ribu bagus safety kayak ter urus badmood pulang,bayar ribu parkir ribu wc ribu bagus safety kayak ter urus badmood pulang,"Pembayaran masuk 20ribu tambah parkir 2ribu,masuk wc 2ribu, tempat nya kurang bagus, safety nya nggak ada, tempat nya masih kayak kurang ter urus, baru masuk udah badmood nggak lama trus pulang 🙏🏻😊",1,FITRAHLI,2023-12-05T15:56:24.349Z,Pulau Kumayan Kota,Bengkulu
"Tempat wisata dan outbond untuk keluarga dan instansi. HTM 10rb, kalau kemarau danaunya kering. Beberapa papan di jembatan sudah mulai lepas karena lapuk. Banyak spot foto seperti rumah kayu, bulan sabit dll.",wisata outbond keluarga instansi htm ribu kemarau danaunya kering papan jembatan lepas lapuk spot foto rumah kayu sabit dll,wisata outbond keluarga instansi htm ribu kemarau danau kering papan jembatan lepas lapuk spot foto rumah kayu sabit dll,"Tempat wisata dan outbond untuk keluarga dan instansi. HTM 10rb, kalau kemarau danaunya kering. Beberapa papan di jembatan sudah mulai lepas karena lapuk. Banyak spot foto seperti rumah kayu, bulan sabit dll.",4,Zurrahmah,2023-11-29T08:05:44.461Z,Pulau Kumayan Kota,Bengkulu
Ya begitulah tidak ramai,ramai,ramai,Ya begitulah tidak ramai,3,Cinta Divya aulia,2023-11-09T09:51:59.593Z,Pulau Kumayan Kota,Bengkulu
Bintang 3 dulu belum pernah kesan,kesan,kesan,Bintang 3 dulu belum pernah kesan,3,Novprian md,2023-10-06T13:20:27.193Z,Pulau Kumayan Kota,Bengkulu
Terimakasih 🙏,terimakasih,terimakasih,Terimakasih 🙏,5,Zulkifli Zeniago,2023-09-07T04:55:57.798Z,Pulau Kumayan Kota,Bengkulu
"Udah bayar tiket masuk 10 per orang, parkir 5 ribu..trus setiap wahana permainan bayar lagi 10 ribu dan tempat kayak tidak terurus",bayar tiket parkir ribu wahana permainan bayar ribu kayak terurus,bayar tiket parkir ribu wahana main bayar ribu kayak urus,"Udah bayar tiket masuk 10 per orang, parkir 5 ribu..trus setiap wahana permainan bayar lagi 10 ribu dan tempat kayak tidak terurus",1,Antoni,2023-06-27T12:10:48.403Z,Pulau Kumayan Kota,Bengkulu
"Wisata nya bagus, cuma bingung mau buang sampai dimana.
Karna minim nya tempat sampah",wisata bagus bingung buang dimana minim sampah,wisata bagus bingung buang mana minim sampah,"Wisata nya bagus, cuma bingung mau buang sampai dimana.
Karna minim nya tempat sampah",4,Abdillah Fikry,2023-06-20T06:29:46.097Z,Pulau Kumayan Kota,Bengkulu
Tempat yg bagus untuk bersantai dan mengobrol! Tapi beberapa tempat butuh perbaikan!,bagus bersantai mengobrol butuh perbaikan,bagus santa obrol butuh baik,Tempat yg bagus untuk bersantai dan mengobrol! Tapi beberapa tempat butuh perbaikan!,4,Onda ponorogo,2023-05-18T14:07:11.039Z,Pulau Kumayan Kota,Bengkulu
"Taman rekreasi ini cocok buat mengisi hari libur,ada kolam pancingnya juga.taman wisata alam.",taman rekreasi cocok mengisi libur kolam pancingnya taman wisata alam,taman rekreasi cocok isi libur kolam pancing taman wisata alam,"Taman rekreasi ini cocok buat mengisi hari libur,ada kolam pancingnya juga.taman wisata alam.",5,Rudi Fik,2023-05-02T16:42:54.695Z,Pulau Kumayan Kota,Bengkulu
"tempatnya bagus, nyaman, pokoknya sangat menyenangkan bisa langsung berkunjung ke sini. lokasinya juga gak jauh dari rumah, dan kini juga sudah banyak sekali peningkatan pembangunan pulau kumayan nih,,, sukses terus ya",tempatnya bagus nyaman pokoknya menyenangkan berkunjung lokasinya rumah peningkatan pembangunan pulau kumayan sukses,tempat bagus nyaman pokok senang kunjung lokasi rumah tingkat bangun pulau kumayan sukses,"tempatnya bagus, nyaman, pokoknya sangat menyenangkan bisa langsung berkunjung ke sini. lokasinya juga gak jauh dari rumah, dan kini juga sudah banyak sekali peningkatan pembangunan pulau kumayan nih,,, sukses terus ya",5,Bazar Fashion,2023-04-05T14:34:44.152Z,Pulau Kumayan Kota,Bengkulu
"Tempatnya bagus, tapi tidak recomen bagi yg bawa anak, soalnya berisik suka ada karoke, ada 3 tempat karoke yg seperti tanding2an bikin polusi suara... Mana lagunya tidak mendidik... Pengelola tolong dong.. itu karoke ditiadakan jika tidak lama lama akan sepi..",tempatnya bagus recomen bawa anak berisik suka karoke karoke tanding an bikin polusi suara lagunya mendidik pengelola tolong karoke ditiadakan sepi,tempat bagus recomen bawa anak berisik suka karoke karoke tanding an bikin polusi suara lagu didik kelola tolong karoke tiada sepi,"Tempatnya bagus, tapi tidak recomen bagi yg bawa anak, soalnya berisik suka ada karoke, ada 3 tempat karoke yg seperti tanding2an bikin polusi suara... Mana lagunya tidak mendidik... Pengelola tolong dong.. itu karoke ditiadakan jika tidak lama lama akan sepi..",1,Miza Yaka,2023-03-19T06:14:08.662Z,Pulau Kumayan Kota,Bengkulu
"pergi ke sini untuk mancing,harga 20 ribu,udh 4 kali ke sini untuk mancing,harga 20 rbu dapet ikan cuma sekali wktu pertama kali dtg itupun 1,mohon di perbaiki untuk fasilitas papan nya,udh rapuh,bibit ikan gabusnya coba di tebar,sayang 20k ga dpet apa'",pergi mancing harga ribu mancing harga rbu ikan waktu itupun perbaiki fasilitas papan rapuh bibit ikan gabusnya coba tebar sayang kak dpet,pergi mancing harga ribu mancing harga rbu ikan waktu itu baik fasilitas papan rapuh bibit ikan gabus coba tebar sayang kak dpet,"pergi ke sini untuk mancing,harga 20 ribu,udh 4 kali ke sini untuk mancing,harga 20 rbu dapet ikan cuma sekali wktu pertama kali dtg itupun 1,mohon di perbaiki untuk fasilitas papan nya,udh rapuh,bibit ikan gabusnya coba di tebar,sayang 20k ga dpet apa'",3,Alrayhan,2023-02-18T11:54:18.002Z,Pulau Kumayan Kota,Bengkulu
"Cocok untuk wisata keluarga, apalagi bersama balita. Anak2 aman untuk bermain karna tempatnya luas dan sejuk. Wahananya yg disediakan juga bergama mulai dari ayunan sampai flyingfox. Untuk parkiran juga luas.
Kami juga sempat melihat burung bangau yg sedang mencari makan diarea rawa sekitar lokasi. Anak sangat senang bermain disini.",cocok wisata keluarga balita anak aman bermain tempatnya luas sejuk wahananya disediakan bergama ayunan flyingfox parkiran luas burung bangau mencari makan diarea rawa lokasi anak senang bermain,cocok wisata keluarga balita anak aman main tempat luas sejuk wahana sedia gama ayun flyingfox parkir luas burung bangau cari makan area rawa lokasi anak senang main,"Cocok untuk wisata keluarga, apalagi bersama balita. Anak2 aman untuk bermain karna tempatnya luas dan sejuk. Wahananya yg disediakan juga bergama mulai dari ayunan sampai flyingfox. Untuk parkiran juga luas.
Kami juga sempat melihat burung bangau yg sedang mencari makan diarea rawa sekitar lokasi. Anak sangat senang bermain disini.",5,Ria Restu Hardianti,2023-01-09T12:23:56.679Z,Pulau Kumayan Kota,Bengkulu
Sejuk disini. Cocok banget yang suka piknik,sejuk cocok banget suka piknik,sejuk cocok banget suka piknik,Sejuk disini. Cocok banget yang suka piknik,5,Colection Kaum Rebahan,2022-11-15T09:26:53.778Z,Pulau Kumayan Kota,Bengkulu
Saya warga sekitar kl malam hari sangat terganggu dengan suara musik yg sangat keras dari tempat ini hampir setiap malam. Mohon menjadi perhatian pihak pengelola.,warga malam terganggu suara musik keras malam perhatian pengelola,warga malam ganggu suara musik keras malam perhati kelola,Saya warga sekitar kl malam hari sangat terganggu dengan suara musik yg sangat keras dari tempat ini hampir setiap malam. Mohon menjadi perhatian pihak pengelola.,1,Fauzi ST,2022-10-10T14:52:41.857Z,Pulau Kumayan Kota,Bengkulu
Rekomendasi banget pokok nya untuk healing,rekomendasi banget pokok healing,rekomendasi banget pokok healing,Rekomendasi banget pokok nya untuk healing,5,ELVINA,2022-06-19T02:54:13.541Z,Pulau Kumayan Kota,Bengkulu
Lumayan untuk menghabiskan waktu weekend,lumayan menghabiskan waktu weekend,lumayan habis waktu weekend,Lumayan untuk menghabiskan waktu weekend,4,Ahmad Nurfaizi,2022-06-05T00:55:58.687Z,Pulau Kumayan Kota,Bengkulu
wisata alam yang indsh dan alami,wisata alam indsh alami,wisata alam indsh alami,wisata alam yang indsh dan alami,5,Mas No,2022-05-12T10:37:38.531Z,Pulau Kumayan Kota,Bengkulu
Sangat cocok untuk mencari kebagiaan dan ketenangan jiwa,cocok mencari kebagiaan ketenangan jiwa,cocok cari kebagiaan tenang jiwa,Sangat cocok untuk mencari kebagiaan dan ketenangan jiwa,3,KODIRAN RAWASARI (kodiran),2022-05-12T08:54:22.014Z,Pulau Kumayan Kota,Bengkulu
"Tempat nya  bagus,Tapi lebih bagus lagi di rapihkan lagi sisah2 kayu yang menumpuk biar keliatan lebih rapih 👍",bagus bagus rapihkan sisah kayu menumpuk biar rapi,bagus bagus rapihkan sisah kayu tumpuk biar rapi,"Tempat nya  bagus,Tapi lebih bagus lagi di rapihkan lagi sisah2 kayu yang menumpuk biar keliatan lebih rapih 👍",2,Muhammad Anggey,2022-05-05T16:22:58.721Z,Pulau Kumayan Kota,Bengkulu
"Sekarang di pulau lumayan ada wahana permainan baru loh, silakan berkunjung",pulau lumayan wahana permainan silakan berkunjung,pulau lumayan wahana main sila kunjung,"Sekarang di pulau lumayan ada wahana permainan baru loh, silakan berkunjung",5,Bambang Aswari,2022-04-25T13:18:49.514Z,Pulau Kumayan Kota,Bengkulu
"lumayan adem, karena tanaman bakau nya..
semoga tetap dalam pelestarian agar terus berkembang jadi tempat wisata yg lebih baik (y)",lumayan adem tanaman bakau semoga pelestarian berkembang wisata,lumayan adem tanam bakau moga lestari kembang wisata,"lumayan adem, karena tanaman bakau nya..
semoga tetap dalam pelestarian agar terus berkembang jadi tempat wisata yg lebih baik (y)",4,Suci Ayu Rastuti,2022-03-27T09:56:10.127Z,Pulau Kumayan Kota,Bengkulu
Taman wisata air dan wahana lainnya di no kota Bengkulu,taman wisata air wahana no kota bengkulu,taman wisata air wahana no kota bengkulu,Taman wisata air dan wahana lainnya di no kota Bengkulu,5,Syamsul Ihwan,2022-03-11T17:40:31.856Z,Pulau Kumayan Kota,Bengkulu
biaso bae,biaso bae,biaso bae,biaso bae,5,Puspita Kumalasari,2022-03-11T06:47:42.155Z,Pulau Kumayan Kota,Bengkulu
Chill,chill,chill,Chill,5,Tomy Rahmanda Putra,2022-02-28T06:10:52.589Z,Pulau Kumayan Kota,Bengkulu
Bagus,bagus,bagus,Bagus,1,Saiul Haidi,2022-02-25T08:29:11.364Z,Pulau Kumayan Kota,Bengkulu
Lumayan buat refreshing,lumayan refreshing,lumayan refreshing,Lumayan buat refreshing,5,ipick K,2022-02-13T09:48:20.244Z,Pulau Kumayan Kota,Bengkulu
Lumayan bagus untuk wisata akhir pekan,lumayan bagus wisata pekan,lumayan bagus wisata pekan,Lumayan bagus untuk wisata akhir pekan,4,Hibex Satrio,2022-02-10T03:48:11.642Z,Pulau Kumayan Kota,Bengkulu
Lain waktu kesini lagi☺️,waktu kesini,waktu kesini,Lain waktu kesini lagi☺️,4,Ranto Jatmiko,2022-02-07T04:45:21.684Z,Pulau Kumayan Kota,Bengkulu
"Tempat rekreasi buat keluarga, cocok buat anak², aksesnya mudah, biaya masuk juga terjangkau, masih termasuk di dalam kota walu sedikit jauh sih dari tengah kota.",rekreasi keluarga cocok anak aksesnya mudah biaya terjangkau kota walu tengah kota,rekreasi keluarga cocok anak akses mudah biaya jangkau kota walu tengah kota,"Tempat rekreasi buat keluarga, cocok buat anak², aksesnya mudah, biaya masuk juga terjangkau, masih termasuk di dalam kota walu sedikit jauh sih dari tengah kota.",4,Rahmat Dian,2022-01-15T10:43:22.974Z,Pulau Kumayan Kota,Bengkulu
"Buat liburan singkat bareng keluarga. Tempatnya mudah dijangkau. Sepertinya msh banyak yg belum selesai dibangun, tapi sejauh ini udah bagus, ga kalah dari tempat wisata lain. Yang mau naik perahu2 gitu bisa juga. Sejuk juga krn banyak pohon dan bunga. Sementara bintang 4 dulu, Next kalo kesana lagi dan sudah lebih baik tata kelolanya kita tambah bintangnya. Dan semoga kdepannya tempat wisata ini ga nambah2 pungutan biaya kayak tempat wisata lain yg viral2 itu hehee sejauh ini di kumayan cuma diminta tiket masuk aja kok di gerbang depan, dan itu murah banget ga sampe 10ribu per org. Semoga konsisten ya",liburan singkat bareng keluarga tempatnya mudah dijangkau selesai dibangun bagus kalah wisata perahu sejuk pohon bunga next kalo kesana tata kelolanya bintangnya semoga kdepannya wisata bertambah pungutan biaya kayak wisata viral hehee kumayan tiket gerbang murah banget ribu semoga konsisten,libur singkat bareng keluarga tempat mudah jangkau selesai bangun bagus kalah wisata perahu sejuk pohon bunga next kalo kesana tata kelola bintang moga kdepannya wisata tambah pungut biaya kayak wisata viral hehee kumayan tiket gerbang murah banget ribu moga konsisten,"Buat liburan singkat bareng keluarga. Tempatnya mudah dijangkau. Sepertinya msh banyak yg belum selesai dibangun, tapi sejauh ini udah bagus, ga kalah dari tempat wisata lain. Yang mau naik perahu2 gitu bisa juga. Sejuk juga krn banyak pohon dan bunga. Sementara bintang 4 dulu, Next kalo kesana lagi dan sudah lebih baik tata kelolanya kita tambah bintangnya. Dan semoga kdepannya tempat wisata ini ga nambah2 pungutan biaya kayak tempat wisata lain yg viral2 itu hehee sejauh ini di kumayan cuma diminta tiket masuk aja kok di gerbang depan, dan itu murah banget ga sampe 10ribu per org. Semoga konsisten ya",4,ilmi awliya,2022-01-14T02:22:36.412Z,Pulau Kumayan Kota,Bengkulu
Suka sekali tempat ini,suka,suka,Suka sekali tempat ini,5,Nolesti Marlinda,2022-01-07T22:14:36.207Z,Pulau Kumayan Kota,Bengkulu
"Jagalah kebersihan lingkungan
Jangan buang sampah sembarangan
Buanglah sampah pada tempat..
Kebersihan sebagian dari iman..
Tanamkan kesadaran dari hal hal yang kecil dengan tidak membuang sampah sembarangan...
Mulailah dari diri sendiri...",jagalah kebersihan lingkungan buang sampah sembarangan buanglah sampah kebersihan iman tanamkan kesadaran membuang sampah sembarangan,jaga bersih lingkung buang sampah sembarang buang sampah bersih iman tanam sadar buang sampah sembarang,"Jagalah kebersihan lingkungan
Jangan buang sampah sembarangan
Buanglah sampah pada tempat..
Kebersihan sebagian dari iman..
Tanamkan kesadaran dari hal hal yang kecil dengan tidak membuang sampah sembarangan...
Mulailah dari diri sendiri...",5,Una Harmoni,2022-01-03T12:14:10.757Z,Pulau Kumayan Kota,Bengkulu
"Bagus, nyaman, cocok buat keluarga",bagus nyaman cocok keluarga,bagus nyaman cocok keluarga,"Bagus, nyaman, cocok buat keluarga",5,armalia safitri,2021-12-21T06:31:53.572Z,Pulau Kumayan Kota,Bengkulu
