review,cleaned_review,cleaned_review_stemmed,review_text,rating,author,date,nama desa wisata,provinsi
Pertujukan sigale gale nya mantab. Pemandu pak Silalahi juga sangat informatif,pertujukan sigale gale mantab pemandu silalahi informatif,tuju sigale gale mantab pandu silalahi informatif,Pertujukan sigale gale nya mantab. Pemandu pak Silalahi juga sangat informatif,5,Rudolf Wungkana,2024-09-25T10:46:29.213Z,Tomok,Sumatera Utara
Bagus. Cukup tertata dan pertunjukan diatur dengan baik.,bagus tertata pertunjukan diatur,bagus tata tunjuk atur,Bagus. Cukup tertata dan pertunjukan diatur dengan baik.,5,Rachmat Willy,2024-06-29T06:59:32.647Z,Tomok,Sumatera Utara
Kesini untuk melihat rumah adat tomok dan tarian sigale gale. Banyak toko souvenir. Petugas ramah namun kurang informatif.,kesini rumah adat tomok tarian sigale gale toko souvenir petugas ramah informatif,kesini rumah adat tomok tari sigale gale toko souvenir tugas ramah informatif,Kesini untuk melihat rumah adat tomok dan tarian sigale gale. Banyak toko souvenir. Petugas ramah namun kurang informatif.,4,Galuh Ichi,2024-06-04T15:11:29.229Z,Tomok,Sumatera Utara
Mengenalkan sejarah dan bisa menortor,mengenalkan sejarah menortor,kenal sejarah tortor,Mengenalkan sejarah dan bisa menortor,4,rahmat siregar,2024-05-30T07:27:34.211Z,Tomok,Sumatera Utara
"Ini merupakan jalan masuk menuju Pertunjukan tari sigale-gale, makam raja sidabutar dan batak museum. Di dalam terdapat banyak sekali yang menjual baju dan aksesoris khas pulau samosir cocok untuk tempat beli oleh2 dari samosir. Minus parkiran yang dikenakan tarif 10rb untuk 1 mobil. Mohon pengelola tempat wisata bisa lebih memperhatikannya.",jalan pertunjukan tari sigale gale makam raja sidabutar batak museum menjual baju aksesoris khas pulau samosir cocok beli samosir minus parkiran dikenakan tarif ribu mobil pengelola wisata memperhatikannya,jalan tunjuk tari sigale gale makam raja sidabutar batak museum jual baju aksesoris khas pulau samosir cocok beli samosir minus parkir kena tarif ribu mobil kelola wisata perhati,"Ini merupakan jalan masuk menuju Pertunjukan tari sigale-gale, makam raja sidabutar dan batak museum. Di dalam terdapat banyak sekali yang menjual baju dan aksesoris khas pulau samosir cocok untuk tempat beli oleh2 dari samosir. Minus parkiran yang dikenakan tarif 10rb untuk 1 mobil. Mohon pengelola tempat wisata bisa lebih memperhatikannya.",4,Edy Susanto,2024-03-18T23:55:25.518Z,Tomok,Sumatera Utara
Tempat yang bagus untuk mengetahui salah satu budaya batak toba. Yaitu sejarah sigale-gale. Parkir mobil 5.000 sudah bisa berfoto dengan patungnya. Kalau mau nortor dengan sigale-gale bayar 150.000 pershow,bagus salah budaya batak toba sejarah sigale gale parkir mobil berfoto patungnya nortor sigale gale bayar pershow,bagus salah budaya batak toba sejarah sigale gale parkir mobil foto patung nortor sigale gale bayar pershow,Tempat yang bagus untuk mengetahui salah satu budaya batak toba. Yaitu sejarah sigale-gale. Parkir mobil 5.000 sudah bisa berfoto dengan patungnya. Kalau mau nortor dengan sigale-gale bayar 150.000 pershow,5,Lisari Yohana,2024-01-23T14:29:09.184Z,Tomok,Sumatera Utara
"Tempat yang bagus dan menarik sebenarnya. Sayang pemerintah setempat tidak memberi perhatian. Kami bertemu guide yang awalnya minta 50.000 rupiah untuk memandu, tapi pada akhirnya minta 150.000 dengan alasan memandu di tiga tempat (pertunjukan tari sigale2, makam raja Sidabutar dan museum ). Di tempat menari kami harus membayar 100.000 untuk 1 group. Belum lagi tiap masuk museum dan makam diminta untuk memberi sumbangan, 5000 per ulos/saweran. Jadi total untuk 8 orang yg masuk kami membayar 350.000.
Akan lebih baik jika pemerintah setempat menertibkan tiket masuk, dijadikan pendapatan pemerintah daerah. Kalau ini tidak jelas,  uang masuk perorangan pribadi. Banyak scam !!",bagus menarik sayang pemerintah perhatian bertemu guide rupiah memandu alasan memandu pertunjukan tari sigale makam raja sidabutar museum menari membayar group museum makam sumbangan ulos saweran total membayar pemerintah menertibkan tiket dijadikan pendapatan pemerintah daerah uang perorangan pribadi scam,bagus tarik sayang perintah perhati temu guide rupiah pandu alas pandu tunjuk tari sigale makam raja sidabutar museum tari bayar group museum makam sumbang ulos sawer total bayar perintah tertib tiket jadi dapat perintah daerah uang orang pribadi scam,"Tempat yang bagus dan menarik sebenarnya. Sayang pemerintah setempat tidak memberi perhatian. Kami bertemu guide yang awalnya minta 50.000 rupiah untuk memandu, tapi pada akhirnya minta 150.000 dengan alasan memandu di tiga tempat (pertunjukan tari sigale2, makam raja Sidabutar dan museum ). Di tempat menari kami harus membayar 100.000 untuk 1 group. Belum lagi tiap masuk museum dan makam diminta untuk memberi sumbangan, 5000 per ulos/saweran. Jadi total untuk 8 orang yg masuk kami membayar 350.000.
Akan lebih baik jika pemerintah setempat menertibkan tiket masuk, dijadikan pendapatan pemerintah daerah. Kalau ini tidak jelas,  uang masuk perorangan pribadi. Banyak scam !!",2,Susan Joesri,2023-10-06T05:13:44.792Z,Tomok,Sumatera Utara
Bagus,bagus,bagus,Bagus,5,Rizi Abdi,2023-09-17T14:41:25.270Z,Tomok,Sumatera Utara
Menyenangkan..,menyenangkan,senang,Menyenangkan..,5,victorfsr_,2023-08-09T05:15:16.647Z,Tomok,Sumatera Utara
All about kaum batak,all about kaum batak,all about kaum batak,All about kaum batak,4,Neami Nazilla,2023-03-18T13:02:45.216Z,Tomok,Sumatera Utara
"Desa Wisata Tomok Parsaoran memiliki objek wisata budaya seperti museum batak, batu kursi, patung Sigale-gale, area Makam Raja Sidabutar, bangunan Sopo (bangunan khas batak) dan lain-lain. Selain itu, keindahan alamnya yang dapat dinikmati karena beradat di sekitar Danau Toba",desa wisata tomok parsaoran memiliki objek wisata budaya museum batak batu kursi patung sigale gale area makam raja sidabutar bangunan sopo bangunan khas batak keindahan alamnya dinikmati beradat danau toba,desa wisata tomok parsaoran milik objek wisata budaya museum batak batu kursi patung sigale gale area makam raja sidabutar bangun sopo bangun khas batak indah alam nikmat adat danau toba,"Desa Wisata Tomok Parsaoran memiliki objek wisata budaya seperti museum batak, batu kursi, patung Sigale-gale, area Makam Raja Sidabutar, bangunan Sopo (bangunan khas batak) dan lain-lain. Selain itu, keindahan alamnya yang dapat dinikmati karena beradat di sekitar Danau Toba",5,Alief Athoillah,2023-02-17T01:46:44.300Z,Tomok,Sumatera Utara
Pandai nego pasti asik belanja disini,pandai nego asik belanja,pandai nego asik belanja,Pandai nego pasti asik belanja disini,4,VayneZ Chen,2022-05-03T04:12:48.200Z,Tomok,Sumatera Utara
